"date","Series.1"
1952-07-01,0.606065480368212
1952-10-01,2.18931350682308
1953-01-01,1.76381955318927
1953-04-01,0.473009796305135
1953-07-01,-0.437457795042917
1953-10-01,-0.994326513280974
1954-01-01,-0.624245865076745
1954-04-01,-0.14461465324862
1954-07-01,1.15704818304554
1954-10-01,1.22040007919733
1955-01-01,2.56930841716745
1955-04-01,0.919716042986263
1955-07-01,1.1083565162143
1955-10-01,0.879044508558469
1956-01-01,-0.385379815284193
1956-04-01,0.641474797625108
1956-07-01,0.20551295705955
1956-10-01,1.34481881876782
1957-01-01,0.53508447734254
1957-04-01,-0.0871636331106096
1957-07-01,0.889854072565477
1957-10-01,-1.12448975016353
1958-01-01,-2.23176830002556
1958-04-01,0.795666950224749
1958-07-01,2.00264556500516
1958-10-01,2.14958029422538
1959-01-01,1.26791279043843
1959-04-01,1.69689556685295
1959-07-01,-0.346403215112989
1959-10-01,0.573243771336518
1960-01-01,1.78630857597692
1960-04-01,-0.263388354271576
1960-07-01,0.101383901293506
1960-10-01,-0.640440118002861
1961-01-01,0.827733496782734
1961-04-01,1.43598267143563
1961-07-01,1.44513806311934
1961-10-01,2.00897139177334
1962-01-01,1.30614724447469
1962-04-01,1.03558803922681
1962-07-01,0.791895350076999
1962-10-01,-0.112083063131685
1963-01-01,1.42425233314816
1963-04-01,1.30882786800166
1963-07-01,1.71738447439509
1963-10-01,0.752431232841388
1964-01-01,2.47954250451192
1964-04-01,0.81016623615664
1964-07-01,1.17339690976479
1964-10-01,0.279582416051571
1965-01-01,1.93131813949421
1965-04-01,1.34766614174051
1965-07-01,1.73289041963915
1965-10-01,2.31851986783482
1966-01-01,2.06208913511636
1966-04-01,0.176978752407653
1966-07-01,0.945016896874851
1966-10-01,0.546840008992344
1967-01-01,0.6304625267612
1967-04-01,0.443095198992438
1967-07-01,1.13627002538177
1967-10-01,0.576225041312917
1968-01-01,1.35354710165139
1968-04-01,1.61473339655425
1968-07-01,0.70898801225896
1968-10-01,0.173801669714635
1969-01-01,1.50892355645214
1969-04-01,0.111644387014387
1969-07-01,0.580637238901627
1969-10-01,-0.326408449418558
1970-01-01,-0.254228789483069
1970-04-01,-0.289841795255708
1970-07-01,1.23383266517241
1970-10-01,-0.752389901843475
1971-01-01,2.29143219413315
1971-04-01,0.146158280877007
1971-07-01,0.612889336097489
1971-10-01,0.505085582944442
1972-01-01,1.99521130072151
1972-04-01,1.71050040593457
1972-07-01,1.16162830339519
1972-10-01,1.57748342133353
1973-01-01,2.4204780551246
1973-04-01,0.43859195608178
1973-07-01,-0.101044077122125
1973-10-01,0.756864121322387
1974-01-01,-0.907090141777722
1974-04-01,0.251270097577461
1974-07-01,-0.876025678353898
1974-10-01,-0.392860928142724
1975-01-01,-2.26954457671429
1975-04-01,1.14747816339538
1975-07-01,1.84779264125385
1975-10-01,1.30229580479604
1976-01-01,1.93111793173237
1976-04-01,0.371697901339374
1976-07-01,0.349621075973161
1976-10-01,1.03865846517408
1977-01-01,1.4558454892752
1977-04-01,1.6763872993991
1977-07-01,1.39168663064435
1977-10-01,-0.20163419281527
1978-01-01,0.687252255483095
1978-04-01,3.1569440971241
1978-07-01,0.768555022788675
1978-10-01,1.1709735368564
1979-01-01,0.0317430600716762
1979-04-01,0.0925301768525344
1979-07-01,0.611186365289207
1979-10-01,0.186302977464514
1980-01-01,0.423783585018711
1980-04-01,-2.59686034810525
1980-07-01,0.024106356265996
1980-10-01,1.9889279337086
1981-01-01,1.35612979360271
1981-04-01,-0.417919020292423
1981-07-01,0.52147890009806
1981-10-01,-1.60157582550848
1982-01-01,-1.24353382495723
1982-04-01,0.398555092638375
1982-07-01,-0.44383025005903
1982-10-01,0.13841352542503
1983-01-01,0.633691241226408
1983-04-01,2.68595025356966
1983-07-01,1.47878170287488
1983-10-01,1.70179926378697
1984-01-01,1.91078938381359
1984-04-01,1.32387917642909
1984-07-01,0.539082519497569
1984-10-01,0.665033492941092
