"date","value"
1875-01-01,213.133333333333
1876-01-01,109.283333333333
1877-01-01,92.8583333333333
1878-01-01,22.2166666666667
1879-01-01,36.3333333333333
1880-01-01,446.75
1881-01-01,679.491666666667
1882-01-01,968.025
1883-01-01,1148.90833333333
1884-01-01,1034.125
1885-01-01,810.208333333333
1886-01-01,379.408333333333
1887-01-01,177.258333333333
1888-01-01,87.925
1889-01-01,76.6916666666667
1890-01-01,98.7666666666667
1891-01-01,566.441666666667
1892-01-01,1211.275
1893-01-01,1460.625
1894-01-01,1281.54166666667
1895-01-01,973.433333333333
1896-01-01,547.391666666667
1897-01-01,511.65
1898-01-01,374.658333333333
1899-01-01,109.983333333333
1900-01-01,74.3083333333333
1901-01-01,27.8583333333333
1902-01-01,59.475
1903-01-01,338.6
1904-01-01,488.175
1905-01-01,1195.88333333333
1906-01-01,774.983333333333
1907-01-01,1092.10833333333
1908-01-01,697.483333333333
1909-01-01,691.525
1910-01-01,266.008333333333
1911-01-01,64.4083333333333
1912-01-01,37.3333333333333
1913-01-01,7.525
1914-01-01,152.383333333333
1915-01-01,697.766666666667
1916-01-01,725.458333333333
1917-01-01,1533.925
1918-01-01,1112.56666666667
1919-01-01,1054.68333333333
1920-01-01,617.258333333333
1921-01-01,419.616666666667
1922-01-01,251.958333333333
1923-01-01,54.6583333333333
1924-01-01,278.008333333333
1925-01-01,825.075
1926-01-01,1263.15
1927-01-01,1060.8
1928-01-01,1388.91666666667
1929-01-01,1238.91666666667
1930-01-01,516.608333333333
1931-01-01,279.066666666667
1932-01-01,163.15
1933-01-01,91.25
1934-01-01,118.225
1935-01-01,622.075
1936-01-01,1140.84166666667
1937-01-01,2072.775
1938-01-01,2015.23333333333
1939-01-01,1576.83333333333
1940-01-01,1037.16666666667
1941-01-01,658.125
1942-01-01,427.333333333333
1943-01-01,296.766666666667
1944-01-01,124.65
1945-01-01,426.5
1946-01-01,1823.9
1947-01-01,2634.05
1948-01-01,1974.6
1949-01-01,2139.99166666667
1950-01-01,1227.34166666667
1951-01-01,1135.25833333333
1952-01-01,402.85
1953-01-01,145.1
1954-01-01,34.6416666666667
1955-01-01,552.35
1956-01-01,2394.69166666667
1957-01-01,3048.475
1958-01-01,3011.26666666667
1959-01-01,2872.94166666667
1960-01-01,1641.21666666667
1961-01-01,613.5
1962-01-01,463.516666666667
1963-01-01,287.833333333333
1964-01-01,53.9083333333333
1965-01-01,113.308333333333
1966-01-01,592.558333333333
1967-01-01,1519.14166666667
1968-01-01,1569.75833333333
1969-01-01,1450.13333333333
1970-01-01,1601.25833333333
1971-01-01,990.2
1972-01-01,916.7
1973-01-01,457.55
1974-01-01,398.858333333333
1975-01-01,166.408333333333
1976-01-01,169.775
1977-01-01,347.041666666667
1978-01-01,1368.51666666667
1979-01-01,2194.525
1980-01-01,2160.71666666667
1981-01-01,2270.24166666667
1982-01-01,2283.3
1983-01-01,944
1984-01-01,811.316666666667
1985-01-01,180.15
1986-01-01,124.7
1987-01-01,296.816666666667
1988-01-01,1352.19166666667
1989-01-01,2579.225
1990-01-01,2048.68333333333
1991-01-01,2470.18333333333
1992-01-01,1349.20833333333
1993-01-01,696.2
1994-01-01,340.391666666667
1995-01-01,159.633333333333
1996-01-01,81.9
1997-01-01,210.241666666667
1998-01-01,763.075
1999-01-01,1162.00833333333
2000-01-01,1614.21666666667
2001-01-01,1704.09166666667
2002-01-01,1828.73333333333
2003-01-01,1099.24166666667
2004-01-01,683.775
2005-01-01,542.575
2006-01-01,245.108333333333
2007-01-01,133.341666666667
2008-01-01,22.8083333333333
2009-01-01,26.5583333333333
2010-01-01,214.291666666667
2011-01-01,749.566666666667
